EMP_ID,PAY_YEAR,BASIC_PAY,REGULAR_ALLOWANCE,VARIABLE_PAY,TOTAL_PAY,VARIABLE_PAY_RATIO,YOY_GROWTH
E00359,2024,36400008,2897109,10550874,49847991,21.17,84.45
E00359,2025,39600000,3224243,6459679,49283922,13.11,-0.86
E00359,2026,6666668,400000,0,7066668,0.0,63.55
E00360,2020,53400006,1200000,12202411,66802417,18.27,0.0
E00360,2021,59900004,1200000,23166426,84266430,27.49,26.49
E00360,2022,67400004,2541066,21948094,91889164,23.89,9.05
E00360,2023,71500008,4179679,25333912,101013599,25.08,9.93
E00360,2024,74200008,3681817,28165080,106046905,26.56,4.7
E00360,2025,78200004,3815622,15974691,97990317,16.3,-7.34
E00360,2026,14350000,456647,0,14806647,0.0,72.35
E00362,2020,46100016,4770805,10639875,61510696,17.3,0.0
E00362,2021,48200004,2637626,14712890,65550520,22.45,6.86
E00362,2022,53400000,2135258,14730662,70265920,20.96,7.19
E00362,2023,55100004,3511136,27786900,86398040,32.16,22.96
E00362,2024,61600008,3769336,22085710,87455054,25.25,0.95
E00362,2025,65500008,3331078,11340327,80171413,14.15,-8.08
E00362,2026,12500000,400000,0,12900000,0.0,83.53
E00363,2020,48700008,4081999,8231361,61013368,13.49,0.0
E00363,2021,52900002,3254697,14495902,70650601,20.52,16.11
E00363,2022,56000004,9352695,13115342,78468041,16.71,11.06
E00363,2023,8666072,812491,0,9478563,0.0,-10.02
E00364,2021,6344446,121251,626675,7092372,8.84,0.0
E00364,2022,57400008,3812937,20757536,81970481,25.32,4.49
E00364,2023,66300000,5123793,23213952,94637745,24.53,15.45
E00364,2024,70900008,7327228,21649466,99876702,21.68,5.25
E00364,2025,73600008,6633311,13751579,93984898,14.63,-5.64
E00364,2026,12850000,400000,0,13250000,0.0,60.81
E00365,2020,3988890,256029,704744,4949663,14.24,0.0
E00365,2021,36300006,2526315,10127850,48954171,20.69,21.94
E00365,2022,38600004,2469378,9059824,50129206,18.07,2.4
E00365,2023,39300000,4208323,17090794,60599117,28.2,20.89
E00365,2024,42700008,3826786,17450184,63976978,27.28,5.29
E00365,2025,48400008,3269908,14100000,65769916,21.44,3.08
E00365,2026,8383334,439611,0,8822945,0.0,53.01
E00366,2021,24383337,984801,7796000,33164138,23.51,0.0
E00366,2022,42800004,1939815,12744342,57484161,22.17,7.32
E00366,2023,46800000,4642902,23463340,74906242,31.32,30.31
E00366,2024,53600004,5735996,17321578,76657578,22.6,2.06
E00366,2025,56100000,5376202,11472759,72948961,15.73,-4.58
E00366,2026,10266668,400000,0,10666668,0.0,66.78
E00367,2020,54300006,4068042,10486034,68854082,15.23,0.0
E00367,2021,57000006,3403231,17109186,77512423,22.07,12.88
E00367,2022,64400004,2510868,18628676,85539548,21.78,10.36
E00367,2023,67500000,3664289,20938824,92103113,22.73,7.67
E00367,2024,69600000,4192088,22721410,96513498,23.54,4.5
E00367,2025,74700000,3406736,20675000,98781736,20.93,2.63
E00367,2026,13783334,541793,0,14325127,0.0,65.41
E00368,2020,66500010,8188458,12792264,87480732,14.62,0.0
E00368,2021,73300014,5065017,19647562,98012593,20.05,12.35
E00368,2022,77500008,3169751,30252286,110922045,27.27,13.17
E00368,2023,88000008,7617590,36591090,132208688,27.68,19.19
E00368,2024,94500000,7803312,32131762,134435074,23.9,1.41
E00368,2025,97200000,6234910,25434814,128869724,19.74,-3.88
E00368,2026,18133334,400000,0,18533334,0.0,64.04
E00369,2025,37500000,2898501,4629747,45028248,10.28,0.0
E00369,2026,7983334,425307,0,8408641,0.0,87.91
E00370,2021,11111115,383470,1391241,12885826,10.8,0.0
E00370,2022,8076346,365939,0,8442285,0.0,-13.26
E00372,2020,90500004,8819660,17802650,117122314,15.2,0.0
E00372,2021,93200004,5756335,31097928,130054267,23.91,11.35
E00372,2022,102000000,8488069,34311480,144799549,23.7,11.34
E00372,2023,112200000,10223387,38535298,160958685,23.94,11.16
E00372,2024,113400000,7434808,35116734,155951542,22.52,-3.38
E00372,2025,93467742,2000000,0,95467742,0.0,-25.07
E00373,2020,45300006,4343269,10099588,59742863,16.91,0.0
E00373,2021,15383710,1684815,0,17068525,0.0,-11.38
E00374,2020,41500008,3702706,9020920,54223634,16.64,0.0
E00374,2021,43400016,2695585,17665378,63760979,27.71,17.91
E00374,2022,47100000,2224453,15488874,64813327,23.9,1.65
E00374,2023,52100004,3145792,20640698,75886494,27.2,17.08
E00374,2024,56100000,3778496,19279910,79158406,24.36,4.03
E00374,2025,59100000,3768542,13418520,76287062,17.59,-3.36
E00374,2026,10866668,400000,0,11266668,0.0,68.46
E00375,2020,58700016,1200000,14586162,74486178,19.58,0.0
E00375,2021,60200010,1200000,19720766,81120776,24.31,9.21
E00375,2022,53731667,2038664,2000000,57770331,3.46,-18.0
E00376,2020,61300008,6887096,9796489,77983593,12.56,0.0
E00376,2021,65700000,2345709,18109144,86154853,21.02,10.78
E00376,2022,69600000,2629927,19260794,91490721,21.05,6.19
E00376,2023,71900004,3958165,25715900,101574069,25.32,11.02
E00376,2024,72700008,3974778,20103428,96778214,20.77,-4.98
E00376,2025,60720165,2000000,0,62720165,0.0,-21.72
E00377,2025,21350004,1557973,4750331,27658308,17.18,0.0
E00377,2026,7383334,403092,0,7786426,0.0,78.59
E00379,2021,4644446,100000,430954,5175400,8.33,0.0
E00379,2022,42100008,1990672,10604126,54694806,19.39,-10.24
E00379,2023,44000004,3685540,17739110,65424654,27.11,19.62
E00379,2024,46900008,5372996,13181544,65454548,20.14,-0.23
E00379,2025,50100000,4577500,7226686,61904186,11.67,-5.17
E00379,2026,8783334,400000,0,9183334,0.0,69.21
E00380,2020,15425093,3045082,0,18470175,0.0,0.0
E00381,2020,59000004,4106644,11225740,74332388,15.1,0.0
E00381,2021,62800002,3582378,25706010,92088390,27.91,24.23
E00381,2022,45616132,2643477,2000000,50259609,3.98,-14.13
E00382,2020,79600014,1200000,14640652,95440666,15.34,0.0
E00382,2021,85600008,1200000,34994414,121794422,28.73,27.96
E00382,2022,98200008,3437712,31567370,133205090,23.7,9.37
E00382,2023,104600004,4784604,56300000,165684608,33.98,24.38
E00382,2024,112000008,4938812,38738216,155677036,24.88,-6.3
E00382,2025,120400008,4988783,30566624,155955415,19.6,0.45
E00382,2026,21650000,678399,0,22328399,0.0,63.31
E00383,2025,16775001,1256836,4759408,22791245,20.88,0.0
E00383,2026,11500000,597399,0,12097399,0.0,84.12
E00384,2020,70700004,5897723,16701004,93298731,17.9,0.0
E00384,2021,71400006,2801440,20372414,94573860,21.54,1.64
E00384,2022,77500008,2909659,20759398,101169065,20.52,6.97
E00384,2023,80900004,3778992,36803020,121482016,30.3,20.08
E00384,2024,92200008,4440351,31090532,127730891,24.34,4.86
E00384,2025,97500000,4418642,15772557,117691199,13.4,-7.61
E00384,2026,17383334,413516,0,17796850,0.0,72.48
E00385,2025,5716668,445477,1098498,7260643,15.13,0.0
E00385,2026,5783334,426635,0,6209969,0.0,63.04
E00386,2022,37125000,1762920,11551476,50439396,22.9,0.0
E00386,2023,43800000,3234830,13768812,60803642,22.64,19.89
E00386,2024,45900000,3188363,15168662,64257025,23.61,5.39
E00386,2025,49400004,3470539,12556286,65426829,19.19,2.1
E00386,2026,8666668,423845,0,9090513,0.0,58.48
E00387,2021,20300004,600000,9193678,30093682,30.55,0.0
E00387,2022,42500004,1977402,14154420,58631826,24.14,13.7
E00387,2023,45800004,3263797,17119864,66183665,25.87,12.88
E00387,2024,46200000,3033721,13327508,62561229,21.3,-5.73
E00387,2025,21022224,1289973,0,22312197,0.0,-18.92
E00388,2020,54600012,7285121,9546972,71432105,13.37,0.0
E00388,2021,60500016,4644234,16457250,81601500,20.17,14.55
E00388,2022,64800000,5358633,20341254,90499887,22.48,10.9
E00388,2023,72300000,6453462,34147796,112901258,30.25,24.75
E00388,2024,73200000,5154284,31068592,109422876,28.39,-3.35
E00388,2025,23217500,1619817,0,24837317,0.0,-25.16
E00389,2025,22800000,1563642,3198406,27562048,11.6,0.0
E00389,2026,7800000,494705,0,8294705,0.0,76.81
E00390,2020,44000010,1200000,7436073,52636083,14.13,0.0
E00390,2021,49500000,1200000,14404374,65104374,22.13,24.03
E00390,2022,50100000,1984602,21482540,73567142,29.2,13.0
E00390,2023,55700004,3312240,27695448,86707692,31.94,17.86
E00390,2024,57300000,3441257,20707972,81449229,25.42,-6.32
E00390,2025,58900008,3739825,13302913,75942746,17.52,-6.51
E00390,2026,10683334,400000,0,11083334,0.0,66.47
E00391,2020,50300010,5112249,9802020,65214279,15.03,0.0
E00391,2021,53200008,2455459,22672774,78328241,28.95,20.44
E00391,2022,56100000,1896799,19321314,77318113,24.99,-1.29
E00391,2023,61800000,3776878,24356348,89933226,27.08,16.32
E00391,2024,65600004,3669274,25518986,94788264,26.92,5.11
E00391,2025,71800008,3827877,14567635,90195520,16.15,-4.58
E00391,2026,13716668,436917,0,14153585,0.0,78.99
E00392,2020,39700008,2647082,7630141,49977231,15.27,0.0
E00392,2021,42400008,3851885,17028924,63280817,26.91,26.97
E00392,2022,46200000,3578439,11345832,61124271,18.56,-3.41
E00392,2023,46400004,9709444,25066104,81175552,30.88,32.8
E00392,2024,3522581,200000,1000000,4722581,21.17,-24.16
E00393,2025,33450003,2383318,5402305,41235626,13.1,0.0
E00393,2026,7883334,495715,0,8379049,0.0,87.96
E00394,2020,52900002,5734179,9408012,68042193,13.83,0.0
E00394,2021,58200012,3997423,15923492,78120927,20.38,15.13
E00394,2022,60500004,4839565,16750696,82090265,20.41,5.08
E00394,2023,61100004,5581206,24156774,90837984,26.59,10.66
E00394,2024,67600008,6099442,18674104,92373554,20.22,1.41
E00394,2025,74400000,5511968,18494973,98406941,18.79,6.82
E00394,2026,13800000,400000,0,14200000,0.0,64.59
E00395,2022,7000000,503121,1050884,8554005,12.29,0.0
E00395,2023,42400008,4594828,18590658,65585494,28.35,42.84
E00395,2024,46200000,4606500,17146142,67952642,25.23,3.33
E00395,2025,51200004,5016189,9601851,65818044,14.59,-2.88
E00395,2026,9383334,506072,0,9889406,0.0,71.38
E00396,2020,45900000,4779069,8031036,58710105,13.68,0.0
E00396,2021,48800016,2828315,15581474,67209805,23.18,14.79
E00396,2022,54000000,4659480,13491772,72151252,18.7,7.35
E00396,2023,54600000,4014325,18885164,77499489,24.37,7.41
E00396,2024,57500004,3220791,17776410,78497205,22.65,1.01
E00396,2025,59500008,3400607,13677045,76577660,17.86,-2.18
E00396,2026,11150000,400000,0,11550000,0.0,72.04
E00397,2024,34650000,3780148,9494950,47925098,19.81,0.0
E00397,2025,61400004,5127504,6140000,72667508,8.45,-4.45
E00397,2026,10883334,417575,0,11300909,0.0,77.38
E00401,2020,43400016,1200000,10519716,55119732,19.09,0.0
E00401,2021,23329041,600000,0,23929041,0.0,-16.37
E00402,2020,56500002,4250364,10979209,71729575,15.31,0.0
E00402,2021,57500010,2910778,15957190,76367978,20.9,6.76
E00402,2022,60800004,2136390,23550112,86486506,27.23,13.25
E00402,2023,67100004,4240748,31217340,102558092,30.44,18.58
E00402,2024,68100000,3195614,28460768,99756382,28.53,-3.0
E00402,2025,73700004,4110272,16857223,94667499,17.81,-4.84
E00402,2026,13050000,400000,0,13450000,0.0,62.06
E00404,2024,31050000,2450833,8765098,42265931,20.74,0.0
E00404,2025,44600004,3170941,8076238,55847183,14.46,3.53
E00404,2026,7500000,400000,0,7900000,0.0,61.35
E00405,2024,19425000,1676849,5151864,26253713,19.62,0.0
E00405,2025,34700004,3271326,4126872,42098202,9.8,4.12
E00405,2026,6100000,458741,0,6558741,0.0,77.71
E00406,2020,54000000,6920112,12754323,73674435,17.31,0.0
E00406,2021,57600000,1200000,19916096,78716096,25.3,7.14
E00406,2022,59800008,2653297,18474238,80927543,22.83,2.81
E00406,2023,62800008,3921182,30135644,96856834,31.11,19.68
E00406,2024,71400000,3624884,24014536,99039420,24.25,1.97
E00406,2025,77000004,4001114,17430972,98432090,17.71,-0.34
E00406,2026,14016668,471258,0,14487926,0.0,67.89
E00408,2020,40600008,5470435,8325184,54395627,15.3,0.0
E00408,2021,1155915,0,0,1155915,0.0,-48.15
E00409,2021,34650000,1229782,13832838,49712620,27.83,0.0
E00409,2022,58000008,1984556,15816932,75801496,20.87,-8.93
E00409,2023,58800000,5481266,16622512,80903778,20.55,6.73
E00409,2024,59400000,5799394,18167438,83366832,21.79,2.76
E00409,2025,60100008,3671297,14773641,78544946,18.81,-5.53
E00409,2026,11416668,492182,0,11908850,0.0,72.94
E00412,2020,66500010,1200000,10309089,78009099,13.22,0.0
E00412,2021,74100006,4972802,29232622,108305430,26.99,39.22
E00412,2022,80500008,2680526,25280850,108461384,23.31,0.14
E00412,2023,84200004,4312827,34838208,123351039,28.24,13.73
E00412,2024,89600004,4910649,25193166,119703819,21.05,-3.22
E00412,2025,99300000,8663776,15908676,123872452,12.84,3.77
E00412,2026,18500000,400000,0,18900000,0.0,74.03
E00413,2020,47200014,4367915,11800000,63367929,18.62,0.0
E00413,2021,47700000,3617337,18548360,69865697,26.55,10.56
E00413,2022,49500000,4202496,18685508,72388004,25.81,3.61
E00413,2023,55700004,5895702,24548416,86144122,28.5,19.0
E00413,2024,58700004,4855295,21689684,85244983,25.44,-1.31
E00413,2025,60500004,5354470,9527788,75382262,12.64,-11.33
E00413,2026,10650000,414014,0,11064014,0.0,67.41
E00414,2023,26933336,2239530,13401360,42574226,31.48,0.0
E00414,2024,42200004,2963707,14174128,59337839,23.89,-1.37
E00414,2025,44400000,3210848,7858210,55469058,14.17,-6.26
E00414,2026,7700000,400000,0,8100000,0.0,66.56
E00415,2020,41200002,4089417,9626634,54916053,17.53,0.0
E00415,2021,45400014,3340142,16305792,65045948,25.07,18.77
E00415,2022,48000000,4496699,16723130,69219829,24.16,6.42
E00415,2023,53700000,4670569,21454022,79824591,26.88,15.32
E00415,2024,57000000,5319227,20267606,82586833,24.54,3.18
E00415,2025,61600008,6503496,11616357,79719861,14.57,-3.21
E00415,2026,11733334,409124,0,12142458,0.0,73.73
E00417,2020,66111113,7244520,15823495,89179128,17.74,0.0
E00417,2021,74400012,4968185,24918240,104286437,23.89,7.33
E00417,2022,76875008,1200000,0,78075008,0.0,-24.51
E00418,2024,16866668,1056237,6183110,24106015,25.65,0.0
E00418,2025,52100004,3291210,13170729,68561943,19.21,18.44
E00418,2026,8900000,430874,0,9330874,0.0,55.23
E00419,2024,13333336,1859547,1805783,16998666,10.62,0.0
E00419,2025,41000004,5209272,6394246,52603522,12.16,26.33
E00419,2026,7233334,490419,0,7723753,0.0,67.48
E00420,2020,41200002,3394879,9999251,54594132,18.32,0.0
E00420,2021,43500006,3163402,11591196,58254604,19.9,7.0
E00420,2022,43900008,4227759,10453940,58581707,17.85,0.56
E00420,2023,45800004,3738611,24295352,73833967,32.91,26.04
E00420,2024,52200000,2994764,16188128,71382892,22.68,-3.58
E00420,2025,55500000,3326696,11192126,70018822,15.98,-1.64
E00420,2026,9850000,400000,0,10250000,0.0,66.98
E00421,2020,45400014,3740429,10665568,59806011,17.83,0.0
E00421,2021,49800006,2477030,15240146,67517182,22.57,13.2
E00421,2022,51500004,2160015,18669050,72329069,25.81,7.13
E00421,2023,56100000,5233226,26437080,87770306,30.12,21.35
E00421,2024,60200004,4964433,14004274,79168711,17.69,-10.05
E00421,2025,62600004,3488928,15794093,81883025,19.29,3.71
E00421,2026,11900000,440569,0,12340569,0.0,71.9
E00422,2020,81300006,7608749,13545327,102454082,13.22,0.0
E00422,2021,91900008,7790747,25961368,125652123,20.66,22.98
E00422,2022,93100008,8383730,22333912,123817650,18.04,-1.46
E00422,2023,81805559,14505441,0,96311000,0.0,-9.58
E00425,2024,36062781,1800000,0,37862781,0.0,0.0
E00426,2020,86500008,1200000,17177006,104877014,16.38,0.0
E00426,2021,1948388,0,0,1948388,0.0,-43.34
E00427,2020,80100000,1200000,13725787,95025787,14.44,0.0
E00427,2021,83600010,1200000,28441920,113241930,25.12,19.5
E00427,2022,25666667,300000,0,25966667,0.0,-16.3
E00428,2024,19350000,1481618,6022572,26854190,22.43,0.0
E00428,2025,38900004,3088693,7986987,49975684,15.98,-1.6
E00428,2026,6716668,400000,0,7116668,0.0,62.43
E00429,2020,35583345,1000000,6986488,43569833,16.04,0.0
E00429,2021,46000008,1200000,12638652,59838660,21.12,18.53
E00429,2022,51000000,2305720,12616154,65921874,19.14,10.17
E00429,2023,52200000,3404279,20766650,76370929,27.19,15.85
E00429,2024,53100000,3400957,19570368,76071325,25.73,-0.66
E00429,2025,15356668,888509,0,16245177,0.0,-23.37
E00430,2021,5000000,165193,782573,5947766,13.16,0.0
E00430,2022,45200004,3506498,12888048,61594550,20.92,33.35
E00430,2023,47900004,5140713,14283234,67323951,21.22,9.3
E00430,2024,49000008,3728099,12853874,65581981,19.6,-2.85
E00430,2025,24485000,1200000,0,25685000,0.0,-19.47
E00431,2020,26314075,5110886,0,31424961,0.0,0.0
E00432,2025,10000002,675360,2044658,12720020,16.07,0.0
E00432,2026,6766668,400000,0,7166668,0.0,67.26
E00433,2023,9066668,574071,2279819,11920558,19.13,0.0
E00433,2024,55000008,3535979,16674296,75210283,22.17,41.36
E00433,2025,58100004,3618537,10909964,72628505,15.02,-3.17
E00433,2026,10233334,423870,0,10657204,0.0,67.37
E00434,2020,22379931,1090246,0,23470177,0.0,0.0
E00436,2020,43200000,4201540,6731835,54133375,12.44,0.0
E00436,2021,45700002,2638024,14762036,63100062,23.39,16.88
E00436,2022,49100004,4176839,15312660,68589503,22.33,8.7
E00436,2023,49700004,4511507,28022972,82234483,34.08,19.89
E00436,2024,56800008,2904487,22001334,81705829,26.93,-0.91
E00436,2025,58300008,3129346,8845483,70274837,12.59,-13.75
E00436,2026,9950000,413688,0,10363688,0.0,68.21
E00438,2020,33416670,1000000,6814225,41230895,16.53,0.0
E00438,2021,42400008,1200000,16575766,60175774,27.55,32.35
E00438,2022,47100000,2357321,17606960,67064281,26.25,11.45
E00438,2023,53100000,3179172,27013890,83293062,32.43,24.2
E00438,2024,57300000,3474957,24841254,85616211,29.01,2.51
E00438,2025,65700000,3886685,14816760,84403445,17.55,-1.15
E00438,2026,11766668,400000,0,12166668,0.0,64.42
E00439,2020,46600002,5518772,11584810,63703584,18.19,0.0
E00439,2021,48500010,3320260,13795294,65615564,21.02,3.28
E00439,2022,51200004,1867064,14345710,67412778,21.28,2.74
E00439,2023,53500008,3486872,17166590,74153470,23.15,10.0
E00439,2024,55900008,3476007,24458516,83834531,29.17,12.75
E00439,2025,61900008,3582273,10023218,75505499,13.27,-9.69
E00439,2026,11166668,450091,0,11616759,0.0,75.49
E00440,2020,53100000,5455794,9372655,67928449,13.8,0.0
E00440,2021,59900004,5109765,18601708,83611477,22.25,23.42
E00440,2022,26115595,1700355,0,27815950,0.0,-13.88
E00441,2023,40765281,2393551,0,43158832,0.0,0.0
E00442,2020,41100012,5161500,9389485,55650997,16.87,0.0
E00442,2021,44200008,2234004,14439162,60873174,23.72,9.68
E00442,2022,46200000,2148737,15883190,64231927,24.73,5.52
E00442,2023,51000000,3397946,15825608,70223554,22.54,9.33
E00442,2024,53900004,3564870,16301588,73766462,22.1,4.76
E00442,2025,61400004,3857907,16898290,82156201,20.57,11.68
E00442,2026,11416668,508570,0,11925238,0.0,65.57
E00443,2020,70500006,5152169,13783552,89435727,15.41,0.0
E00443,2021,74000016,2742211,20122788,96865015,20.77,8.6
E00443,2022,79800000,3871210,21640312,105311522,20.55,8.72
E00443,2023,74167500,12956689,0,87124189,0.0,-6.51
E00445,2024,7350000,547706,1723950,9621656,17.92,0.0
E00445,2025,44800008,3207413,7581539,55588960,13.64,32.96
E00445,2026,7900000,455755,0,8355755,0.0,71.45
E00446,2020,13433334,813881,2922132,17169347,17.02,0.0
E00446,2021,41700006,3834817,14556458,60091281,24.22,32.33
E00446,2022,44100000,1824676,13362914,59287590,22.54,-1.34
E00446,2023,44500008,3285429,17080030,64865467,26.33,9.41
E00446,2024,48900000,3340783,15423016,67663799,22.79,4.03
E00446,2025,50500008,3067008,9453928,63020944,15.0,-6.61
E00446,2026,8750000,402094,0,9152094,0.0,65.65
E00447,2021,5300000,100000,454880,5854880,7.77,0.0
E00447,2022,47900004,2009324,18520878,68430206,27.07,-0.73
E00447,2023,52700004,4061609,16137894,72899507,22.14,6.53
E00447,2024,53200008,5161938,14456414,72818360,19.85,-0.38
E00447,2025,61400004,6093728,9136846,76630578,11.92,5.52
E00447,2026,11166668,400000,0,11566668,0.0,72.17
E00448,2022,32133336,2626289,10360896,45120521,22.96,0.0
E00448,2023,50600004,5475332,21686906,77762242,27.89,28.43
E00448,2024,53600004,4929383,23359194,81888581,28.53,5.02
E00448,2025,57300000,5196479,15967083,78463562,20.35,-3.92
E00448,2026,10716668,400000,0,11116668,0.0,61.6
E00449,2020,22977779,1929637,6035100,30942516,19.5,0.0
E00449,2021,5086511,305703,0,5392214,0.0,-18.33
E00450,2020,10640000,1728995,0,12368995,0.0,0.0
E00451,2020,58300002,1200000,14552473,74052475,19.65,0.0
E00451,2021,61500006,1200000,25079126,87779132,28.57,18.86
E00451,2022,70400004,2656188,25060590,98116782,25.54,11.78
E00451,2023,81700008,5081009,31492264,118273281,26.63,20.54
E00451,2024,88100004,4500660,25652404,118253068,21.69,-0.29
E00451,2025,89000004,3906428,14643049,107549481,13.62,-8.8
E00451,2026,16016668,400000,0,16416668,0.0,74.11
E00452,2020,55800000,1200000,11472408,68472408,16.75,0.0
